GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2017,2018,2019,2020,2021,2022
 "00000","United States *", ,SAGDP2N,1,"...","All industry total ","Millions of current dollars",19612102.0,20656516.0,21521395.0,21322950.0,23594031.0,25744108.0
 "00000","United States *", ,SAGDP2N,2,"..."," Private industries ","Millions of current dollars",17156255.0,18097765.0,18889076.0,18612228.0,20784824.0,22807496.0
 "00000","United States *", ,SAGDP2N,3,"11","  Agriculture, forestry, fishing and hunting ","Millions of current dollars",176840.0,177117.0,162043.0,160778.0,225670.0,270820.0
 "00000","United States *", ,SAGDP2N,4,"111-112","   Farms ","Millions of current dollars",138733.0,136825.0,120461.0,116990.0,180947.0,223517.0
 "00000","United States *", ,SAGDP2N,5,"113-115","   Forestry, fishing, and related activities ","Millions of current dollars",38107.0,40291.0,41581.0,43789.0,44723.0,47304.0
 "00000","United States *", ,SAGDP2N,6,"21","  Mining, quarrying, and oil and gas extraction ","Millions of current dollars",267302.0,313494.0,293865.0,201564.0,332009.0,457438.0
 "00000","United States *", ,SAGDP2N,7,"211","   Oil and gas extraction ","Millions of current dollars",161111.0,189194.0,172713.0,103176.0,221950.0,324524.0
 "00000","United States *", ,SAGDP2N,8,"212","   Mining (except oil and gas) ","Millions of current dollars",52266.0,52512.0,53049.0,57070.0,67371.0,78287.0
 "00000","United States *", ,SAGDP2N,9,"213","   Support activities for mining ","Millions of current dollars",53926.0,71788.0,68103.0,41318.0,42689.0,54626.0
 "00000","United States *", ,SAGDP2N,10,"22","  Utilities ","Millions of current dollars",313711.0,320369.0,331218.0,344769.0,386726.0,438206.0
 "00000","United States *", ,SAGDP2N,11,"23","  Construction ","Millions of current dollars",840220.0,889075.0,952767.0,951822.0,1014317.0,1090107.0
 "00000","United States *", ,SAGDP2N,12,"31-33","  Manufacturing ","Millions of current dollars",2109718.0,2261819.0,2267681.0,2148124.0,2366452.0,2649697.0
